Time,Longitude,Latitude,Altitude,Solar Intensity,Magnetic Field X,Magnetic Field Y,Magnetic Field Z
2460369.013381759,-80.90482205553613,44.38302652892139,455.9208210139814,1387.330726842631,18179.81950251824,-3067.7478204921617,50272.44809571219
2460369.015696574,-67.82772936119892,37.05322420662485,454.00779723661805,1387.3561898822757,22365.04850750801,-5712.593649212344,41968.804850435365
2460369.018011389,-57.38369078570986,28.38460787800579,451.88984311339846,1387.3801049999856,25823.393012188666,-7000.314161101189,30793.353624119656
2460369.0203262037,-48.708010958153466,18.915944086760152,450.03912257249345,1387.401198341804,28057.682709177632,-7970.586492539036,18000.58605865317
2460369.0226410185,-41.07042181896087,9.003236261186757,448.87222431192885,1387.418335708742,28094.429618669972,-8683.061256737637,3592.3192339074667
2460369.0249558333,-33.88778239023224,-1.0990948158567277,448.6639839748429,1387.430580389797,24294.669138972982,-8301.447776565412,-9822.022978437664
2460369.027270648,-26.651484368574316,-11.17830173290051,449.48947339310524,1387.4372412405241,18173.388963278274,-7133.722442372084,-18374.423009362472
2460369.029585463,-18.84398682527403,-21.0169072193861,451.2069814131965,1387.4379080065648,12763.809250704426,-5796.629158821761,-22219.900801889216
2460369.031900278,-9.855932638721146,-30.344644288581854,453.4858596831953,1387.4324717409183,9261.171124330982,-4227.319817563481,-22927.949981626283
2460369.0342150927,1.078246869278845,-38.77407326057689,455.87303851758406,1387.4211292935495,8622.694453548364,-3667.070590371854,-21732.19850674029
2460369.0365299075,14.824444489463968,-45.71696263475987,457.8837466327352,1387.404372038487,10390.74233234211,-6051.186604169168,-22026.856241807072
2460369.0388447223,31.87993859282263,-50.341440711619576,459.0975981344274,1387.3829600168453,11550.037906907803,-10862.265606753017,-26838.50694137605
2460369.041159537,51.31644903604611,-51.775589528070476,459.2412597006961,1387.3578833621646,10382.219045843804,-14737.442572718312,-35974.63066197686
2460369.043474352,70.4638432801858,-49.671998280465345,458.2425059658049,1387.3303132164974,9315.76134386519,-14470.302263288484,-46428.94118590538
2460369.045789167,86.89544780959898,-44.52423412964042,456.2461829253595,1387.3015444491691,11752.38895705288,-10402.682333342666,-53995.765160990835
2460369.0481039817,100.0404459808828,-37.23176983318743,453.58924010051334,1387.27293253276,17961.72279570326,-5156.734983670698,-55504.70431696925
2460369.0504187965,110.5354943955381,-28.58384021329004,450.73887191551063,0.0,25862.015707029615,-1142.1219631025426,-49972.78523598647
2460369.0527336113,119.24533737739885,-19.123961161267044,448.2044286014628,0.0,32806.35869575172,550.0801892200632,-38777.74903808865
2460369.055048426,126.90377941899817,-9.211465597397668,446.4393063772581,0.0,37032.99345432875,692.8810896828513,-24651.304760007235
2460369.0573632405,134.09684681510362,0.8971453969280172,445.75217151301047,0.0,38278.18107189953,462.0906032208454,-9724.412473616208
2460369.0596780553,141.33463102501395,10.987890838573161,446.24615152408796,0.0,36882.32889229785,56.20365740476972,4498.104628256928
2460369.06199287,149.1348108531999,20.842729276307065,447.79933897367596,0.0,33706.50121958413,-439.07738838493464,16472.745890954764
2460369.064307685,158.10577794800014,30.19156969182075,450.09095630161704,0.0,30060.89477076126,-483.22483871329086,25775.19640532919
2460369.0666225,169.01190862604028,38.648120235140254,452.6672464029659,0.0,26718.71357277101,229.24857895674057,33065.26606111732
2460369.0689373147,-177.27903703754689,45.62625397633105,455.03259683174224,0.0,23869.10137538997,1735.8705260796523,39032.53978909605
2460369.0712521295,-160.25731316113428,50.295511643484545,456.7468069847063,0.0,21147.15991712053,3769.782729452621,44218.43168171739
2460369.0735669443,-140.82657265852626,51.780145132514306,457.5093694663635,0.0,18477.636691374086,5107.894891241326,48458.810558807905
2460369.075881759,-121.64716081787383,49.72243437897957,457.21528783969734,1387.2595778800714,17209.64713443431,4629.881612500669,50832.97226858603
